State_Name,Season,Crop,Area,Production
Uttarakhand,Kharif     ,Maize,420091,605469
Uttarakhand,Kharif     ,Moong(Green Gram),414,2330198
Uttarakhand,Kharif     ,Moth,557,582709
Uttarakhand,Kharif     ,Other Cereals & Millets,470747,512160
Uttarakhand,Kharif     ,Other Kharif pulses,179467,716025
Uttarakhand,Kharif     ,Potato,94858,1155930
Uttarakhand,Kharif     ,Pulses total,45470,37635
Uttarakhand,Kharif     ,Ragi,1817201,2375091
Uttarakhand,Kharif     ,Rice,4027389,8101593
Uttarakhand,Kharif     ,Sesamum,29930,588848
Uttarakhand,Kharif     ,Small millets,606499,690884
Uttarakhand,Kharif     ,Soyabean,149859,191586
Uttarakhand,Kharif     ,Sugarcane,100737,6108965
Uttarakhand,Kharif     ,Sunflower,1286,1166344
Uttarakhand,Kharif     ,Total foodgrain,480744,873219
Uttarakhand,Kharif     ,Urad,165557,106775
Uttarakhand,Kharif     ,other oilseeds,4642,1167682
Uttarakhand,Rabi       ,Barley,346279,391260
Uttarakhand,Rabi       ,Gram,11760,2921060
Uttarakhand,Rabi       ,Lentil,10417,7352
Uttarakhand,Rabi       ,Linseed,37622,1181246
Uttarakhand,Rabi       ,Maize,478,583277
Uttarakhand,Rabi       ,Masoor,179448,106339
Uttarakhand,Rabi       ,Moong(Green Gram),271,87
Uttarakhand,Rabi       ,Onion,8497,87690
Uttarakhand,Rabi       ,Other  Rabi pulses,1812,7573437
Uttarakhand,Rabi       ,Other Cereals & Millets,9695,1756778
Uttarakhand,Rabi       ,Peas & beans (Pulses),71234,645469
Uttarakhand,Rabi       ,Potato,70018,969677
Uttarakhand,Rabi       ,Pulses total,20864,16855
Uttarakhand,Rabi       ,Rapeseed &Mustard,194720,137325
Uttarakhand,Rabi       ,Rice,49888,736597
Uttarakhand,Rabi       ,Small millets,4,5
Uttarakhand,Rabi       ,Total foodgrain,382132,700620
Uttarakhand,Rabi       ,Urad,3529,2331513
Uttarakhand,Rabi       ,Wheat,5544511,11632116
Uttarakhand,Rabi       ,other oilseeds,8506,4082267
Uttarakhand,Summer     ,Maize,656,1230
Uttarakhand,Summer     ,Moong(Green Gram),34615,602527
Uttarakhand,Summer     ,Onion,11216,125394
Uttarakhand,Summer     ,Pulses total,97,55
Uttarakhand,Summer     ,Rice,99849,338933
Uttarakhand,Summer     ,Total foodgrain,12505,39126
Uttarakhand,Summer     ,Urad,1884,583248
Uttarakhand,Whole Year ,Dry ginger,20585,1945097
Uttarakhand,Whole Year ,Garlic,10954,7591917
Uttarakhand,Whole Year ,Ginger,7930,82419
Uttarakhand,Whole Year ,Onion,31107,193509
Uttarakhand,Whole Year ,Potato,45894,686114
Uttarakhand,Whole Year ,Pulses total,66431,54545
Uttarakhand,Whole Year ,Rice,260092,600860
Uttarakhand,Whole Year ,Sannhamp,4007,1262
Uttarakhand,Whole Year ,Sugarcane,1554851,92793771
Uttarakhand,Whole Year ,Sunflower,40,43
Uttarakhand,Whole Year ,Tobacco,1118,1169967
Uttarakhand,Whole Year ,Total foodgrain,875381,1612965
Uttarakhand,Whole Year ,Turmeric,4899,1186608
West Bengal,Autumn     ,Dry chillies,34837,29590
West Bengal,Autumn     ,Groundnut,11574,10429
West Bengal,Autumn     ,Jowar,76,28
West Bengal,Autumn     ,Maize,269224,674258
West Bengal,Autumn     ,Ragi,76465,87335
West Bengal,Autumn     ,Rice,5495972,11204695
West Bengal,Autumn     ,Sannhamp,1448,7810
West Bengal,Autumn     ,Sesamum,10572,6638
West Bengal,Autumn     ,Small millets,3063,2120
West Bengal,Kharif     ,Arhar/Tur,24925,19378
West Bengal,Kharif     ,Bajra,2802,1612
West Bengal,Kharif     ,Castor seed,804,615
West Bengal,Kharif     ,Cotton(lint),54770,117142
West Bengal,Kharif     ,Dry ginger,102093,209086
West Bengal,Kharif     ,Garlic,3414,33728
West Bengal,Kharif     ,Groundnut,17851,15475
West Bengal,Kharif     ,Horse-gram,13918,6668
West Bengal,Kharif     ,Jowar,15822,7612
West Bengal,Kharif     ,Jute,10798065,147825671
West Bengal,Kharif     ,Khesari,584,507
West Bengal,Kharif     ,Maize,481855,1270641
West Bengal,Kharif     ,Mesta,152973,1592173
West Bengal,Kharif     ,Moong(Green Gram),16497,593182
West Bengal,Kharif     ,Moth,16,14
West Bengal,Kharif     ,Niger seed,90468,55417
West Bengal,Kharif     ,Other Kharif pulses,15602,8948
West Bengal,Kharif     ,Ragi,128875,152005
West Bengal,Kharif     ,Sannhamp,6708,31849
West Bengal,Kharif     ,Small millets,32684,21016
West Bengal,Kharif     ,Soyabean,10778,7009
West Bengal,Kharif     ,Sunflower,118282,141789
West Bengal,Kharif     ,Urad,944906,1180299
West Bengal,Rabi       ,Arhar/Tur,15605,598428
West Bengal,Rabi       ,Barley,48435,57161
West Bengal,Rabi       ,Castor seed,202,167
West Bengal,Rabi       ,Dry chillies,89996,84887
West Bengal,Rabi       ,Gram,574372,544573
West Bengal,Rabi       ,Groundnut,137700,233092
West Bengal,Rabi       ,Horse-gram,43074,21518
West Bengal,Rabi       ,Khesari,548448,1704623
West Bengal,Rabi       ,Linseed,112189,2949906
West Bengal,Rabi       ,Maize,230417,1186253
West Bengal,Rabi       ,Masoor,1108092,1423964
West Bengal,Rabi       ,Moong(Green Gram),34750,22177
West Bengal,Rabi       ,Moth,15,13
West Bengal,Rabi       ,Oilseeds total,50808100,38657300
West Bengal,Rabi       ,Other  Rabi pulses,1577,674
West Bengal,Rabi       ,Peas & beans (Pulses),188703,758147
West Bengal,Rabi       ,Potato,2373712,71383118
West Bengal,Rabi       ,Ragi,11079,11870
West Bengal,Rabi       ,Rapeseed &Mustard,7131348,7613722
West Bengal,Rabi       ,Safflower,6943,5709
West Bengal,Rabi       ,Sannhamp,107,298
West Bengal,Rabi       ,Small millets,15893,18897
West Bengal,Rabi       ,Urad,204317,158535
West Bengal,Rabi       ,Wheat,6503131,15785272
West Bengal,Summer     ,Groundnut,553757,1095471
West Bengal,Summer     ,Maize,336651,1488272
West Bengal,Summer     ,Moong(Green Gram),231205,707907
West Bengal,Summer     ,Potato,19535,241671
West Bengal,Summer     ,Rice,24749761,77677113
West Bengal,Summer     ,Sesamum,1782173,1542963
West Bengal,Whole Year ,Arecanut,115797,861244
West Bengal,Whole Year ,Arhar/Tur,3630,2181
West Bengal,Whole Year ,Barley,6116,5034
West Bengal,Whole Year ,Cardamom,23043,5612
West Bengal,Whole Year ,Castor seed,660,46
West Bengal,Whole Year ,Coconut ,304317,717841216
West Bengal,Whole Year ,Dry chillies,593368,656874
West Bengal,Whole Year ,Groundnut,212452,326497
West Bengal,Whole Year ,Jowar,948,450
West Bengal,Whole Year ,Linseed,16486,4210
West Bengal,Whole Year ,Maize,35469,130390
West Bengal,Whole Year ,Niger seed,6512,3522
West Bengal,Whole Year ,Potato,3379839,69031359
West Bengal,Whole Year ,Pulses total,19332388,14150679
West Bengal,Whole Year ,Rapeseed &Mustard,327123,250950
West Bengal,Whole Year ,Safflower,10800,3000
West Bengal,Whole Year ,Sannhamp,13573,68004
West Bengal,Whole Year ,Sesamum,1104677,947765
West Bengal,Whole Year ,Small millets,5046,3222
West Bengal,Whole Year ,Sugarcane,330574,27538321
West Bengal,Whole Year ,Sunflower,278,1
West Bengal,Whole Year ,Tobacco,202893,259815
West Bengal,Whole Year ,Turmeric,157547,304953
West Bengal,Winter     ,Potato,660279,14320762
West Bengal,Winter     ,Rice,71747721,169211041
West Bengal,Winter     ,Sesamum,14502,8862
